,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
62,361028,31,Some college but no degree,Paid employee of a PRIVATE company,,No,50.0,Not at all,Never married,,No,Female,,,101.0,,361028,Rest of America,1.20-4 mil,79139.0,79139.0,5.900375,1.25,0.0,4.735,0,"House, apartment, flat",Pacific,0.0,1,30.899625,46.16,77.059625,0.93,3.72,,,15.0,3.04,1,1.25,0.0,4.885,2.5,0,0,0.0,2.495,3.69,0.0,,No,0.0,3.415,Yes,Oregon,0.0,1.0,17.665,0.0,0.050633701461984607
63,361029,59,Some college but no degree,Paid employee of a PRIVATE company,2600.0,No,50.0,Not at all,Married,,No,Male,,,101.0,,361029,"Houston-The Woodlands-Sugar Land, TX",4 mil+,78439.0,78414.0,22.498195000000003,5.603575,3.365,2.429435,0,"House, apartment, flat",West South Central,0.0,2,150.50180500000002,98.24,248.74180499999997,4.482844999999999,4.688775,,,50.0,7.365,1,7.399995,5.5252349999999995,8.852395,14.235079999999998,0,0,192.57,0.0,7.6692350000000005,1.55111,1.0,No,0.0,0.0,Yes,Texas,5.939030000000001,3.0,19.13329,0.0,0.1648997802113744
64,361030,67,Bachelor’s degree,,,No,40.0,Not at all,Married,,No,Female,,Retired,930.0,,361030,"Honolulu, HI",0.33-1.19 mil,180063.0,70000.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,2,28.0,0.0,28.0,0.0,0.0,,,,0.0,1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,4.0,No,0.0,0.0,Yes,Hawaii,0.0,2.0,0.0,0.0,0.008086058768319977
65,361034,69,Some college but no degree,,,No,,Not at all,Never married,,No,Male,,Retired,930.0,,361034,"St. Louis, MO-IL",1.20-4 mil,64448.9,0.0,0.0,1.355,0.0,1.505,0,"House, apartment, flat",East North Central,1.01,1,63.935,61.445,125.38,1.59,1.705,,,,8.095,0,10.525,3.005,0.685,0.0,0,1,0.0,0.0,3.515,8.22,,No,1.655,0.0,Yes,Illinois,2.89,1.0,15.69,0.0,0.1011616955448425
66,361038,88,Bachelor’s degree,,,No,41.5,Not at all,Widowed,,No,Female,,Retired,930.0,,361038,Rest of America,0.33-1.19 mil,61426.8,37306.8,0.0,10.715,0.0,5.63,7,"House, apartment, flat",Mountain,5.985,3,46.245,106.1,152.345,17.655,21.885,,,95.0,5.965,2,1.865,4.715,4.54,0.0,0,1,0.0,0.0,5.735,5.415,,No,0.0,0.0,Yes,,0.0,3.0,15.995,0.0,0.1289655329595551
68,361044,25,High school graduate,Paid employee of a PRIVATE company,800.0,No,40.0,Not at all,Never married,,No,Male,,,112.0,,361044,Rest of America,"125,000 - 330,000",45911.8,45911.8,0.0,0.0,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,2,126.935,0.0,126.935,0.0,0.0,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,North Carolina,0.0,2.0,0.0,0.0,0.14376739748822742
69,361045,52,High school graduate,Paid employee of a PRIVATE company,1513.0,No,38.3333333333333,Not at all,Divorced,,No,Male,,,111.0,,361045,Rest of America,0.33-1.19 mil,131772.0,117000.0,12.0,11.095,3.25,0.67,7,"House, apartment, flat",New England,0.0,4,36.98,107.635,144.615,6.38,23.32,,,250.0,2.0,3,7.71,0.0,4.72,5.745,0,0,0.0,0.0,2.62,1.25,,No,2.34,0.0,Yes,,0.0,3.0,23.225,13.31,0.05706811765777252
70,361046,55,Bachelor’s degree,Paid employee of a PRIVATE company,1952.0,No,39.0,Not at all,Married,,No,Male,,,101.0,,361046,Rest of America,0.33-1.19 mil,110000.0,110000.0,11.98,1.15,10.035,0.0,5,"House, apartment, flat",South Atlantic,1.59,3,48.91,37.745,86.655,0.0,2.945,,,60.0,1.465,2,3.36,0.0,7.8,0.0,1,0,0.0,1.855,0.0,1.425,1.0,No,0.0,65.285,Yes,North Carolina,0.51,3.0,5.61,0.0,0.04096418181818182
71,361049,59,Some college but no degree,Paid employee of a PRIVATE company,520.0,No,45.0,Not at all,Never married,,No,Male,,,101.0,,361049,"Tampa-St. PetersburgClearwater, FL",1.20-4 mil,32001.0,32000.0,0.0,1.20565,0.0,5.0,0,"House, apartment, flat",South Atlantic,0.0,1,0.0,9.95,9.95,1.52691,0.7228,,,50.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Florida,0.0,1.0,1.49464,0.0,0.0161682447423518
72,361050,38,High school graduate,Paid employee of a PRIVATE company,800.0,No,40.5,Not at all,Married,,No,Female,,,103.0,,361050,Rest of America,"125,000 - 330,000",52000.0,52000.0,0.0,4.1,15.64,1.6,6,"House, apartment, flat",East South Central,1.81,5,49.575,142.52,192.095,3.095,22.87,,,150.0,10.37,2,5.57,6.67,5.335,1.61,2,0,0.0,1.615,2.35,4.65,1.0,No,14.525,0.0,No,,10.655,2.0,27.095,2.96,0.19209500000000002
74,361054,28,Some college but no degree,Paid employee of a PRIVATE company,95.0,No,14.0,Not at all,Never married,,No,Female,,,105.0,,361054,Rest of America,"125,000 - 330,000",4000.0,4000.0,0.0,3.88,0.0,3.495,0,"House, apartment, flat",East South Central,0.0,1,11.51,24.32,35.83,6.8,0.0,,,10.0,1.1,1,0.0,0.0,1.175,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Alabama,0.0,,7.87,0.0,0.46579
75,361056,57,Bachelor’s degree,Paid employee of a PRIVATE company,4029.0,No,85.0,Part time,Married,,No,Female,,,101.0,,361056,Rest of America,1.20-4 mil,139385.4,132995.0,11.35625,0.995,0.0,0.0,0,"House, apartment, flat",Mountain,0.0,1,47.31875,18.64,65.95875,0.0,1.755,,,80.0,3.79,1,0.0,0.0,4.635,0.0,0,0,0.0,0.0,0.0,0.0,,No,2.095,0.0,Yes,Nevada,0.0,1.0,5.37,0.0,0.024606988967280644
76,361058,60,High school graduate,,,No,,Not at all,Married,,No,Female,,"Ill, disabled, unable to work",900.0,,361058,Rest of America,1.20-4 mil,28944.0,0.0,0.0,8.215,4.98,1.99,0,"House, apartment, flat",Middle Atlantic,0.44,2,30.545,68.89,99.435,6.835,3.555,,,70.0,3.79,0,11.0,0.0,5.72,2.26,0,1,0.0,0.0,0.97,0.49,1.0,No,0.0,0.0,Yes,Pennsylvania,0.795,3.0,17.85,0.0,0.1786422056384743
77,361059,53,Master’s or greater,Self-employed,5200.0,No,40.0,Not at all,Married,,Yes,Male,,,203.0,,361059,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,95131.8,56176.4,0.0,18.725,2.0,5.63,3,"House, apartment, flat",Pacific,3.195,3,230.54335,200.99,431.53335,17.605,24.27,,,150.0,10.14,1,9.25,4.995,13.77,5.73,1,0,0.0,3.795,9.995,0.0,4.0,No,12.395,0.0,Yes,,0.0,2.0,55.75,3.745,0.2358804752984806
78,361065,29,High school graduate,Paid employee of a PRIVATE company,,No,40.0,Part time,Divorced,,No,Female,,,104.0,,361065,"Atlanta-Sandy Springs-Roswell, GA",4 mil+,32000.0,32000.0,0.0,5.5254199999999996,4.82,6.269525,2,"House, apartment, flat",South Atlantic,1.433365,3,76.345,80.51,156.855,1.157045,9.741435000000001,,,60.0,4.692545,1,9.73682,0.985,6.770614999999999,2.51546,2,0,5.88,2.311495,1.732765,4.6208849999999995,,No,3.495,0.0,Yes,Georgia,1.9633150000000001,1.0,12.739310000000001,0.0,0.254889375
79,361068,49,Bachelor’s degree,Paid employee of a PRIVATE company,950.0,Yes,39.0,Not at all,Divorced,,No,Male,,,103.0,,361068,Rest of America,"125,000 - 330,000",87000.0,87000.0,24.305,5.49,0.0,0.0,7,"House, apartment, flat",West South Central,1.845,2,7.88,85.055,92.935,1.38,1.44,,,70.0,9.46,2,17.0,11.94,1.99,0.0,0,0,0.0,0.0,4.22,1.695,,No,5.49,0.0,Yes,Texas,1.0,2.0,22.105,0.0,0.05554735632183908
83,361081,66,Associate’s degree in college,,5000.0,No,40.0,Not at all,Never married,,No,Female,,Retired,930.0,,361081,Rest of America,"125,000 - 330,000",74400.0,60000.0,3.0,17.54204,0.0,10.879185000000001,0,Mobile home or trailer with one or more permanent rooms added,South Atlantic,1.6619400000000002,2,47.0,103.28999499999999,150.289995,9.28364,6.0691,,,80.0,3.43747,1,6.950310000000001,4.705975,7.26158,4.6855400000000005,0,1,0.0,10.97216,1.78777,1.988405,,No,3.06855,0.0,Yes,North Carolina,3.68606,2.0,9.31027,0.0,0.10504139435483871
85,361087,59,High school graduate,,,Yes,,Not at all,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,361087,Rest of America,"125,000 - 330,000",10197.6,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.59,1,9.515,8.58,18.095,0.0,0.77,,,91.0,1.34,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Florida,0.0,1.0,5.88,0.0,0.0922707303679297
86,361088,43,High school graduate,Paid employee of a PRIVATE company,824.0,No,40.0,Not at all,Never married,,No,Female,,,104.0,,361088,Rest of America,"125,000 - 330,000",24558.4,24558.4,45.2,8.400165,21.064995,7.18341,0,"House, apartment, flat",West South Central,0.0,1,131.61639499999998,142.365,273.981395,2.724795,7.397760000000001,,,425.0,1.1637950000000001,1,22.026754999999998,4.09236,4.3750800000000005,2.45864,0,0,0.0,0.0,4.214645,9.147125,,No,16.766235,26.835,Yes,Louisiana,1.3960549999999998,1.0,24.093185000000002,5.86,0.5801286948661151
87,361089,75,High school graduate,,,No,,Not at all,Divorced,,No,Male,,Retired,930.0,,361089,Rest of America,"< 125,000",35252.8,0.0,0.0,2.025,0.0,4.32,0,"House, apartment, flat",,0.0,1,1.795,40.4,42.195,3.49,3.535,,,30.0,0.805,0,5.135,0.0,0.0,2.53,0,1,0.0,7.085,0.0,0.0,,No,0.0,0.0,No,,0.0,1.0,5.4,6.075,0.0622401624835474
88,361096,74,Master’s or greater,Self-employed,,No,40.0,Not at all,Married,,Yes,Male,,,203.0,,361096,"Philadelphia-CamdenWilmington, PA-NJ-DE-MD",4 mil+,307179.8,0.0,17.346625,0.0,16.235,0.5,0,"House, apartment, flat",Middle Atlantic,0.495,2,60.488375,79.69,140.178375,3.745,7.305,,,85.0,2.505,1,0.0,0.0,10.54,0.0,0,2,6.495,6.995,0.0,1.0,1.0,No,7.495,0.0,Yes,Pennsylvania,4.0,4.0,18.875,0.0,0.023729670701003125
89,361099,60,Bachelor’s degree,Paid employee of a PRIVATE company,,No,70.0,Part time,Widowed,,No,Female,,,110.0,,361099,"Riverside-San Bernardino-Ontario, CA",1.20-4 mil,62843.8,62843.8,0.0,0.0,0.0,1.34,0,"House, apartment, flat",Pacific,1.97,1,13.08,42.615,55.695,0.26,3.79,,,54.0,0.99,1,1.185,0.0,5.26,0.0,0,0,0.0,0.0,0.0,0.0,,No,7.86,0.0,Yes,California,2.94,,11.98,5.04,0.04608473707827979
90,361107,54,Bachelor’s degree,Paid employee of a PRIVATE company,5000.0,No,40.0,Not at all,Never married,,No,Male,,,106.0,,361107,"Detroit-Warren-Dearborn, MI",1.20-4 mil,234930.8,233230.8,86.543805,12.307915,7.36998,0.0,0,"House, apartment, flat",East North Central,1.245,1,69.03619499999999,179.099995,248.13619,6.151775,9.94063,,,90.0,2.36077,1,94.075,0.0,11.806035000000001,1.245,0,0,0.0,9.142395,1.985,3.5920400000000003,,No,3.57974,0.0,Yes,,0.585,3.0,9.668714999999999,4.045,0.05492290444675624
92,361109,60,Some college but no degree,A local government employee,1616.0,No,38.0,Not at all,Divorced,,No,Female,,,101.0,,361109,Rest of America,1.20-4 mil,44572.0,41500.0,32.725,0.0,2.795,0.0,0,"House, apartment, flat",New England,3.14,1,12.165,106.935,119.1,7.825,24.73,,,100.0,8.475,1,2.23,3.845,5.0,15.07,0,0,0.0,4.07,2.145,0.0,,No,0.0,0.0,Yes,Connecticut,0.0,1.0,23.955,3.655,0.1389482186125819
93,361110,71,Master’s or greater,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,361110,Rest of America,0.33-1.19 mil,94982.1,0.0,0.0,2.52,0.0,1.91,0,"House, apartment, flat",West North Central,2.06,2,169.195,111.035,280.23,3.075,0.0,,,70.0,0.955,0,25.2,0.0,4.23,2.38,0,2,3.98,2.54,7.623385000000001,3.2666150000000003,1.0,No,0.0,0.0,Yes,Kansas,1.585,2.0,53.69,0.0,0.153417959805058
96,361118,44,"Some high school, no degree",Paid employee of a PRIVATE company,383.333333333333,Yes,40.0,,Married,,No,Male,,,110.0,,361118,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,45100.0,45100.0,0.0,3.635,6.62,0.0,6,"House, apartment, flat",East North Central,0.0,4,55.14593000000001,95.6,150.74593000000002,3.645,12.745,,,,0.0,3,0.0,0.0,5.645,0.0,1,0,0.0,11.845,0.0,1.5,1.0,No,29.845,0.0,Yes,Illinois,3.33,4.0,11.645,5.145,0.17380905454545456
98,361124,82,Master’s or greater,Paid employee of a PRIVATE company,,No,60.0,Not at all,Married,,Yes,Female,,,110.0,,361124,"Washington-ArlingtonAlexandria, DC-VA-MD-WV",4 mil+,150236.9,23225.8,0.0,3.74,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,2,1.86762,98.91,100.77762,10.19,11.835,,,70.0,6.725,1,0.0,4.64,7.495,3.1,0,2,0.0,0.0,4.995,0.0,1.0,No,12.91,0.0,Yes,,4.68,2.0,14.385,14.215,0.03488115263294171
99,361128,75,Some college but no degree,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,361128,Rest of America,"125,000 - 330,000",34096.0,0.0,3.59,5.685,0.0,2.425,0,"House, apartment, flat",Mountain,0.0,2,14.55814,57.275,71.83314,0.89,1.72,,,40.0,0.745,0,0.0,10.195,3.0,1.745,0,2,15.33,6.39,0.0,2.495,1.0,No,0.0,0.0,Yes,Arizona,3.345,2.0,18.64,0.0,0.10955312294697325
100,361131,33,Master’s or greater,A local government employee,3850.0,No,65.0,Part time,Married,,No,Female,,,102.0,,361131,"Dallas-Fort Worth-Arlington, TX",4 mil+,111000.0,111000.0,7.02,3.49,19.285004999999998,0.0,0,"House, apartment, flat",West South Central,0.0,2,20.975,41.065005,62.04000500000001,0.0,2.105,,,100.0,0.0,2,0.945,1.73,2.99,0.0,0,0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,Yes,Texas,2.0,2.0,8.52,0.0,0.02906378612612613
101,361132,34,Associate’s degree in college,Paid employee of a PRIVATE company,450.0,No,38.0,Not at all,Married,,No,Male,,,111.0,,361132,"Phoenix-Mesa-Scottsdale, AZ",1.20-4 mil,40381.4,22200.0,52.845,1.145,0.0,0.0,0,"House, apartment, flat",Mountain,0.0,2,4.25,6.695,10.945,0.0,0.0,,,110.0,0.0,2,1.24,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.0,No,0.0,10.265,Yes,Arizona,0.535,1.0,3.775,0.0,0.01409411263601559
102,361134,88,High school graduate,,,No,,Part time,Widowed,,No,Female,,Taking care of home/family,910.0,,361134,Rest of America,"< 125,000",13153.0,0.0,5.5,11.7,6.66,11.100589999999999,0,"House, apartment, flat",,3.475,1,33.24,151.77,185.01,11.02,13.455,,,30.0,6.445,0,25.735,11.0,10.374410000000001,4.395,0,1,0.0,9.725,1.28,1.735,,No,0.0,48.165,No,,5.5,,11.905,6.265,0.7314316125598723
103,361135,71,Master’s or greater,Paid employee of a PRIVATE company,200.0,No,18.0,Not at all,Married,,Yes,Male,,,111.0,,361135,Rest of America,"125,000 - 330,000",53160.0,3100.0,15.127035000000001,0.99,0.0,5.49,7,"House, apartment, flat",Pacific,1.99,3,67.193575,131.88,199.073575,15.100385000000001,16.491065,,,80.0,9.82801,2,7.58674,1.845,30.008259999999996,1.5,0,2,17.125,0.0,1.395,2.22057,1.0,No,1.5,1.455,Yes,California,12.905,2.0,20.53497,2.495,0.19472960684725357
104,361137,48,High school graduate,Self-employed,,Yes,50.0,Not at all,Married,,Yes,Male,,,211.0,,361137,"Dallas-Fort Worth-Arlington, TX",4 mil+,30000.0,0.0,4.248895,16.14412,8.47525,7.94653,1,"House, apartment, flat",West South Central,1.63409,3,12.97,152.05106999999998,165.02107,12.333375,9.492510000000001,,,80.0,4.230055,1,9.045015,8.39744,7.759855,2.581525,1,0,0.0,6.655945,9.400565,6.91685,1.0,No,12.943135,0.0,Yes,Texas,6.376225,,13.7819,7.936685000000001,0.2860365213333333
105,361141,79,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,361141,Rest of America,1.20-4 mil,9228.0,0.0,0.0,0.0,0.0,1.24,0,"House, apartment, flat",Middle Atlantic,0.0,1,0.0,45.489995,45.489995,11.73468,9.175315,,,40.0,0.0,0,7.86,0.945,4.33,0.0,0,1,1.0,0.0,0.0,6.79,,No,1.0,0.0,Yes,New York,1.92,1.0,0.495,0.0,0.25633720632856527
107,361143,62,Associate’s degree in college,Paid employee of a PRIVATE company,3134.0,No,36.0,Not at all,Married,,No,Male,,,101.0,,361143,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,163020.0,163000.0,0.0,12.3,0.0,6.07,0,"House, apartment, flat",West North Central,0.0,2,45.165,134.21,179.375,4.28,0.0,,,120.0,1.42,2,22.795,4.93,13.475,2.495,0,0,28.07,0.0,0.0,2.49,1.0,No,27.765,0.0,Yes,,0.0,2.0,36.19,0.0,0.05721690590111643
108,361146,39,Grade 8 or lower,,1000.0,Yes,50.0,,Married,,No,Female,,Taking care of home/family,910.0,,361146,"Dallas-Fort Worth-Arlington, TX",4 mil+,50000.0,50000.0,0.0,1.79,0.0,6.035,4,"House, apartment, flat",West South Central,0.0,5,1.945,63.495,65.44,4.91,1.58,,,100.0,0.0,1,7.49,0.0,4.19,2.6277150000000002,3,0,0.0,7.137285,0.56214,2.93286,1.0,No,7.06,2.750785,Yes,Texas,0.0,,17.18,0.0,0.0680576
111,361153,66,Associate’s degree in college,,,No,,Not at all,Divorced,,No,Male,,Retired,930.0,,361153,"Riverside-San Bernardino-Ontario, CA",1.20-4 mil,12120.0,0.0,0.0,6.315,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,1,4.285,29.04,33.325,0.495,1.485,,,70.0,1.445,0,0.0,0.0,0.0,5.995,0,1,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,California,0.99,1.0,8.825,3.49,0.14297854785478548
112,361155,72,"Some high school, no degree",,,No,,,Widowed,,No,Male,,Retired,930.0,,361155,"Washington-ArlingtonAlexandria, DC-VA-MD-WV",4 mil+,56208.0,0.0,0.0,9.0446,0.0,4.1334599999999995,7,"House, apartment, flat",South Atlantic,1.6868849999999997,3,0.0,64.416075,64.416075,3.284625,6.085155,,,150.0,0.0,0,4.412845,2.305005,1.37778,10.177055000000001,0,1,2.4325349999999997,5.90381,2.467095,7.74,,No,0.0,2.501945,Yes,,1.52983,2.0,4.267930000000001,0.0,0.059593579205807004
114,361162,37,Master’s or greater,Paid employee of a PRIVATE company,,No,32.5,Not at all,Married,,No,Female,,,101.0,,361162,"Washington-ArlingtonAlexandria, DC-VA-MD-WV",4 mil+,103053.2,72000.0,69.074745,4.58895,0.0,5.995,1,"House, apartment, flat",South Atlantic,1.390815,3,64.665255,77.499995,142.16525,4.312695,12.63947,,,,2.245,2,6.355,1.90045,0.0,23.885,1,0,0.0,2.7,1.681325,0.995,4.0,No,0.0,0.0,Yes,,4.95633,2.0,3.8549599999999997,0.0,0.07173569573773546
115,361163,35,Grade 8 or lower,Paid employee of a PRIVATE company,,No,50.0,,Married,,No,Male,,,111.0,,361163,Rest of America,"< 125,000",70883.6,60883.6,0.0,5.03,0.0,3.24,0,Mobile home or trailer with one or more permanent rooms added,,0.0,2,13.09951,58.82,71.91951,12.35,2.96,,,,2.88,1,0.0,6.055,14.925,0.0,0,0,0.0,0.0,0.0,0.0,1.0,No,5.48,0.0,No,,0.0,1.0,5.9,0.0,0.05275994052220823
116,361165,32,High school graduate,Paid employee of a PRIVATE company,798.0,Yes,50.0,Not at all,Divorced,,No,Male,,,113.0,,361165,Rest of America,"< 125,000",32847.0,32847.0,0.0,13.68,4.38,8.865,0,Mobile home or trailer with one or more permanent rooms added,,0.0,1,0.0,124.45,124.45,7.265,7.41,,,75.0,1.465,1,8.3,0.0,0.0,2.295,0,0,0.0,3.88,8.595,9.31,,No,0.0,0.0,No,,5.58,2.0,35.86,7.565,0.19701647030170186
117,361166,33,"Some high school, no degree",Paid employee of a PRIVATE company,3800.0,No,28.0,,Never married,,No,Female,,,103.0,,361166,"Philadelphia-CamdenWilmington, PA-NJ-DE-MD",4 mil+,45865.0,45000.0,0.0,4.245,3.0347299999999997,12.5,0,"House, apartment, flat",Middle Atlantic,1.095,2,43.690020000000004,67.85,111.54002,15.4,10.61,,,100.0,0.0,1,0.0,0.0,0.0,2.58411,0,1,0.0,9.381160000000001,0.0,1.5,,No,0.0,0.0,Yes,Pennsylvania,0.0,1.0,0.0,7.5,0.1264598504306116
119,361169,82,High school graduate,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,361169,Rest of America,"125,000 - 330,000",30716.0,0.0,0.0,16.575,3.995,5.555,0,"House, apartment, flat",South Atlantic,0.845,2,56.72,107.5,164.22,0.715,2.24,,,105.0,8.44,0,13.765,0.0,3.91,7.74,0,2,0.0,0.0,5.99,3.61,1.0,No,2.495,0.0,Yes,Florida,5.635,1.0,23.895,2.095,0.27801276207839565
120,361175,79,Some college but no degree,Paid employee of a PRIVATE company,1200.0,No,20.0,Part time,Divorced,,No,Male,,,106.0,,361175,"Boston-Cambridge-Newton, MA-NH",1.20-4 mil,64216.0,25000.0,0.0,14.72,0.0,0.0,0,"House, apartment, flat",New England,0.0,2,0.0,62.575,62.575,11.03,0.955,,,125.0,3.54,1,13.785,3.195,3.125,0.0,0,2,13.23,0.0,1.995,0.0,,No,0.0,0.0,Yes,,0.0,1.0,10.23,0.0,0.050671172293509405
122,361179,42,Master’s or greater,A State government employee,,No,40.0,Part time,Divorced,,No,Female,,,102.0,,361179,"Baltimore-Columbia-Towson, MD",1.20-4 mil,76000.0,76000.0,0.0,9.73,0.0,4.11,3,"House, apartment, flat",South Atlantic,1.745,3,90.685,116.9,207.585,7.185,1.69,,,100.0,1.745,1,8.345,3.495,16.175,0.0,2,0,1.5,0.0,5.465,0.0,,No,0.0,0.0,Yes,,8.07,1.0,44.615,4.53,0.14203184210526315
123,361180,62,High school graduate,Self-employed,250.0,No,30.0,Not at all,Married,,Yes,Male,,,201.0,,361180,Rest of America,1.20-4 mil,29749.6,250.0,15.290085000000001,25.47,0.0,5.24,7,"House, apartment, flat",East North Central,3.24,3,166.904915,133.19,300.094915,7.76,10.335,,,175.0,6.965,2,17.155,2.495,21.425,10.39,0,0,0.0,0.0,0.0,0.0,1.0,No,5.0,0.0,Yes,Ohio,1.0,3.0,16.715,0.0,0.5245427024228898
124,361182,60,Some college but no degree,Self-employed,,No,24.0,Not at all,Widowed,,Yes,Female,,,210.0,,361182,Rest of America,"125,000 - 330,000",49191.6,0.0,12.75,1.945,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,1,86.78951500000001,98.335,185.124515,6.029115,10.98978,,,200.0,3.69,1,0.0,0.0,8.281514999999999,0.0,0,0,58.46,0.0,2.31375,0.65,,No,34.5,0.0,Yes,California,1.995,1.0,27.94084,0.0,0.19569346758389644
125,361186,54,Bachelor’s degree,,,No,38.0,Not at all,Married,,No,Female,,"Ill, disabled, unable to work",900.0,,361186,Rest of America,0.33-1.19 mil,115000.0,102000.0,26.194245000000002,28.35,18.39,15.48,7,"House, apartment, flat",West South Central,1.48,3,163.270755,355.865,519.135755,20.455,28.125,,,150.0,0.845,2,11.265,10.34,29.25,8.565,0,0,36.08647,9.27,2.24,6.77,1.0,No,25.775,0.0,Yes,Louisiana,52.17,3.0,47.15,39.945,0.23473964573913045
126,361187,36,Master’s or greater,Paid employee of a PRIVATE company,2000.0,No,40.0,Not at all,Married,,No,Male,,,103.0,,361187,Rest of America,1.20-4 mil,139015.0,139000.0,38.845,18.315,1.92,1.88,1,"House, apartment, flat",New England,0.995,4,114.53,132.665,247.195,5.095,9.14,,,122.0,4.765,2,10.18,0.0,5.88,14.49,2,0,0.0,1.75,2.345,9.615,1.0,No,5.485,0.0,Yes,Connecticut,1.0,2.0,33.565,6.245,0.09246584900909974
127,361191,57,Associate’s degree in college,,,No,20.0,Not at all,Married,,No,Female,,"Ill, disabled, unable to work",900.0,,361191,Rest of America,"< 125,000",33142.6,9097.0,0.0,1.82,8.398394999999999,4.055,0,"House, apartment, flat",West South Central,0.0,2,36.57,81.93,118.5,1.745,0.0,,,100.0,3.34,1,15.795,8.145,4.255,2.03,0,0,9.385,8.841605,0.93315,6.51185,1.0,No,0.0,0.0,No,,3.045,2.0,9.975,3.04,0.1859238563057817
128,361196,20,"Some high school, no degree",,1400.0,Yes,43.0,,Married,,No,Female,,Taking care of home/family,910.0,,361196,Rest of America,"< 125,000",33600.0,33600.0,0.0,10.13,15.935,5.76,0,"House, apartment, flat",West South Central,1.395,2,4.665,61.55,66.215,0.0,1.515,,,95.0,2.69,1,0.0,1.745,1.5,0.0,0,0,0.0,1.625,0.0,2.075,1.0,No,0.0,1.12,Yes,,5.44,1.0,11.74,0.0,0.10247559523809524
129,361197,51,Bachelor’s degree,Paid employee of a PRIVATE company,1540.0,No,30.0,Not at all,Married,,No,Male,,,106.0,,361197,"Detroit-Warren-Dearborn, MI",1.20-4 mil,83500.0,83500.0,102.346425,8.304055,19.0,6.695945,5,"House, apartment, flat",East North Central,0.0,4,191.702685,104.0,295.70268500000003,8.5,8.0,,,170.0,3.0,3,0.0,0.0,3.0,14.0,2,0,0.0,7.5,0.0,3.5,1.0,No,20.0,0.0,Yes,,0.0,2.0,2.5,0.0,0.18415017508982037
130,361198,46,Bachelor’s degree,Paid employee of a PRIVATE company,,No,60.0,Not at all,Never married,,No,Female,,,103.0,,361198,"Phoenix-Mesa-Scottsdale, AZ",1.20-4 mil,75511.4,75511.4,0.0,1.745,0.0,0.0,0,"House, apartment, flat",Mountain,0.845,1,38.83416,16.995,55.829159999999995,0.0,2.5,,,,1.095,1,8.115,2.695,0.0,0.0,0,0,5.949815,0.0,0.0,0.0,,No,0.0,0.0,Yes,Arizona,0.0,1.0,0.0,0.0,0.038446066686619505
131,361199,52,Master’s or greater,Paid employee of a PRIVATE company,1198.75,No,36.25,Not at all,Married,,No,Female,,,110.0,,361199,Rest of America,"< 125,000",103800.0,103800.0,0.0,30.97,0.0,14.41,6,"House, apartment, flat",,4.23,6,59.625,172.13,231.755,0.0,7.245,,,250.0,18.535,4,13.225,2.275,15.225,0.0,3,0,7.99,4.455,1.73,2.92,1.0,No,0.0,0.0,No,,16.49,3.0,33.525,6.895,0.11610077071290945
