,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
621,362256,65,Master’s or greater,,1649.5,No,40.0,Not at all,Married,,No,Female,,Retired,930.0,,362256,Rest of America,0.33-1.19 mil,217200.9,85748.0,7.973775,47.86,5.905,22.07,7,"House, apartment, flat",Mountain,3.56,11,172.73041,348.1,520.8304099999999,24.34,8.295,5140.0,5.0,325.0,27.53,2,10.1,1.275,29.775,4.49,5,2,13.556635,4.1,36.28,25.205,1.0,Yes,2.06,0.0,Yes,,15.1,6.0,62.835,17.32,0.12469184667282684
626,362269,36,"Some high school, no degree",Paid employee of a PRIVATE company,450.0,Yes,35.0,,Separated,,No,Female,,,110.0,,362269,Rest of America,1.20-4 mil,19453.2,13753.2,2.1433150000000003,4.375,12.25,6.5,4,"House, apartment, flat",East North Central,3.0,5,130.121685,146.71,276.831685,17.875,14.25,475.0,12.0,150.0,6.125,1,11.66,8.0,7.5,3.125,4,0,10.0,12.25,0.0,5.0,,Yes,5.5,0.0,Yes,Ohio,0.0,1.0,15.55,13.75,0.7399938118150227
638,362290,65,Master’s or greater,Paid employee of a PRIVATE company,,No,45.0,Not at all,Married,,No,Male,,,101.0,,362290,"Washington-ArlingtonAlexandria, DC-VA-MD-WV",4 mil+,385873.0,293246.2,6.0,9.46,17.265,0.0,7,"House, apartment, flat",South Atlantic,0.0,3,180.375,213.165,393.54,21.955,21.735,15.0,12.0,,1.275,2,12.38,9.465,14.545,0.0,0,1,0.0,19.61,0.0,0.0,1.0,Yes,12.295,0.0,Yes,,0.0,3.0,70.625,2.555,0.05303320004250103
641,362296,33,Grade 8 or lower,Paid employee of a PRIVATE company,300.0,Yes,40.0,,Married,,No,Male,,,111.0,,362296,Rest of America,1.20-4 mil,36071.4,30800.0,0.0,0.94,4.625,11.355,4,"House, apartment, flat",East North Central,3.095,7,0.0,107.015,107.015,20.24,14.51,600.0,11.0,250.0,1.99,2,13.275,2.495,4.49,2.99,5,0,0.0,0.0,0.0,1.125,1.0,Yes,0.0,0.0,Yes,Ohio,3.24,,9.235,13.41,0.1542712509079215
642,362300,73,High school graduate,,,No,,Not at all,Divorced,,No,Female,,Retired,930.0,,362300,Rest of America,1.20-4 mil,13128.0,0.0,0.0,2.61,0.0,2.08,0,"House, apartment, flat",West South Central,0.775,1,7.225,15.505,22.73,0.0,0.0,16.0,12.0,15.0,0.0,0,2.07,0.0,1.555,0.0,0,1,5.915,0.0,0.785,0.0,,Yes,0.0,11.085,Yes,Oklahoma,3.625,1.0,2.005,0.0,0.09003351614868983
647,362307,44,Some college but no degree,Paid employee of a PRIVATE company,2300.0,No,40.0,Not at all,Married,,No,Female,,,106.0,,362307,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,72600.0,72000.0,0.0,16.25,4.735,6.725,4,"House, apartment, flat",Pacific,0.0,4,0.0,125.03,125.03,0.0,1.27,600.0,1.0,250.0,2.24,1,27.33,5.985,9.97,1.995,2,0,6.73,0.0,0.0,2.99,1.0,Yes,0.0,0.0,Yes,California,11.235,1.0,34.305,0.0,0.08955316804407715
654,362314,71,Grade 8 or lower,,,No,,,Married,,No,Male,,Retired,930.0,,362314,Rest of America,1.20-4 mil,19536.0,0.0,0.0,1.25,0.0,0.0,0,Mobile home or trailer with one or more permanent rooms added,Middle Atlantic,0.0,2,5.0,29.43,34.43,0.0,0.0,84.0,12.0,84.0,1.25,0,2.655,1.625,2.5,0.0,0,1,0.0,0.0,0.0,0.0,1.0,Yes,4.995,15.91,Yes,Pennsylvania,0.0,1.0,15.155,0.0,0.09164414414414414
658,362323,45,"Some high school, no degree",,,No,,,Never married,,No,Female,,Taking care of home/family,910.0,,362323,"Riverside-San Bernardino-Ontario, CA",1.20-4 mil,18996.0,0.0,0.0,10.76,0.0,3.48,0,"House, apartment, flat",Pacific,1.45,3,6.23,86.095,92.325,0.495,0.495,350.0,12.0,85.0,0.0,0,5.74,1.75,0.0,0.0,0,1,0.0,3.98,1.73725,2.93275,,Yes,6.88,0.0,Yes,California,0.0,,28.055,18.34,0.2527321541377132
683,362373,35,"Some high school, no degree",Paid employee of a PRIVATE company,1057.0,Yes,30.0,,Married,,No,Female,,,110.0,,362373,"Houston-The Woodlands-Sugar Land, TX",4 mil+,24460.8,22120.8,0.0,1.91945,21.595005,8.745,2,"House, apartment, flat",West South Central,0.0,5,56.73894,128.79501000000002,185.53395,15.94979,6.57817,195.0,12.0,,5.091915,2,8.915,1.745,8.565,0.0,3,0,0.0,3.22,4.903919999999999,6.68458,1.0,Yes,0.0,0.0,Yes,Texas,4.435,2.0,24.54218,5.905,0.3944174107142857
699,362407,82,High school graduate,,,Yes,,Not at all,Divorced,,No,Female,,Retired,930.0,,362407,"Miami-Fort Lauderdale-West Palm Beach, FL",4 mil+,11136.0,0.0,0.0,1.945,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.5,1,0.0,42.07,42.07,8.895,0.0,59.0,12.0,20.0,3.385,0,3.25,5.285,1.975,0.0,0,1,0.0,0.875,6.855,0.895,,Yes,0.0,0.0,Yes,Florida,4.92,,3.29,0.0,0.19644755747126436
723,362461,66,Grade 8 or lower,,,No,,,Divorced,,No,Male,1091.0,Retired,930.0,,362461,Rest of America,"125,000 - 330,000",2004.0,0.0,2.655,2.29292,0.0,0.0,0,"House, apartment, flat",South Atlantic,1.460265,2,0.0,32.8,32.8,0.0,1.3096649999999999,16.0,12.0,,1.103985,0,7.34585,0.0,0.0,1.785,0,1,0.0,3.96,0.0,4.932144999999999,,Yes,0.0,0.0,No,,2.745555,1.0,5.864615000000001,0.0,0.8510978043912175
733,362478,46,Some college but no degree,,,No,,Not at all,Married,,No,Male,9.0,"Ill, disabled, unable to work",900.0,,362478,Rest of America,"125,000 - 330,000",10857.0,0.0,0.0,1.56,1.19,0.0,0,Mobile home or trailer with NO permanent room added,East South Central,1.25,2,12.795,23.84,36.635,0.0,0.0,100.0,12.0,50.0,1.71,0,16.96,0.0,1.17,0.0,1,0,0.0,0.0,0.0,0.0,,Yes,0.0,27.25,Yes,Alabama,0.0,1.0,0.0,0.0,0.17546467716680483
741,362495,70,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,362495,Rest of America,"< 125,000",9288.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",,0.0,1,9.6,0.0,9.6,0.0,0.0,39.0,12.0,40.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,,0.0,,0.0,0.0,0.053746770025839795
770,362559,30,"Some high school, no degree",Paid employee of a PRIVATE company,515.0,Yes,40.0,,Never married,,No,Female,,,110.0,,362559,"Riverside-San Bernardino-Ontario, CA",1.20-4 mil,36474.8,35806.8,0.0,0.0,15.660155,0.0,2,"House, apartment, flat",Pacific,0.0,4,38.0,20.0,58.0,0.0,0.0,167.0,4.0,120.0,0.0,2,0.0,0.0,0.0,4.3398449999999995,2,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,California,0.0,2.0,0.0,0.0,0.08268722515270817
784,362592,41,Bachelor’s degree,Self-employed,,No,10.0,Not at all,Divorced,,Yes,Male,,,203.0,,362592,"Baltimore-Columbia-Towson, MD",1.20-4 mil,112712.8,87300.8,18.42,5.0799,0.0,1.53805,0,"House, apartment, flat",South Atlantic,0.0,1,49.365,41.994995,91.359995,1.955585,3.785505,147.8,4.0,45.0,2.008905,1,7.988425,0.0,2.0924549999999997,0.0,0,0,0.0,0.0,3.6889550000000004,0.0,,Yes,0.0,0.0,Yes,,1.7217650000000002,1.0,7.220289999999999,4.91516,0.04214889293851275
791,362608,57,Some college but no degree,Paid employee of a PRIVATE company,349.0,No,12.0,Not at all,Married,,No,Female,,,110.0,,362608,"Denver-Aurora-Lakewood, CO",1.20-4 mil,54791.2,6531.2,40.005,7.165,46.235,0.0,0,"House, apartment, flat",Mountain,3.48,4,16.58,284.04,300.62,7.46,24.175,196.0,12.0,150.0,2.03,2,19.96,12.725,14.93,9.47,0,1,0.0,34.01,4.37,11.025,2.0,Yes,14.93,0.0,Yes,Colorado,2.465,,40.8,28.81,0.2853056695235731
797,362618,60,"Some high school, no degree",,,Yes,,,Married,,No,Female,,Retired,930.0,,362618,Rest of America,"125,000 - 330,000",16224.0,0.0,0.0,15.665,0.0,6.255,0,"House, apartment, flat",Mountain,0.0,2,10.389994999999999,102.975,113.364995,9.815,1.475,38.0,12.0,65.0,2.59,0,6.145,12.585,16.535,5.235,0,1,20.53,0.0,0.0,5.08,1.0,Yes,5.19,0.0,Yes,Arizona,3.4,3.0,11.58,1.425,0.36334934294871796
820,362655,26,Associate’s degree in college,Paid employee of a PRIVATE company,900.0,No,32.5,Not at all,Married,,No,Female,,,105.0,,362655,Rest of America,0.33-1.19 mil,31020.0,26700.0,0.0,27.605,8.41,3.335,1,"House, apartment, flat",Mountain,0.0,6,8.48,181.905,190.385,7.515,1.285,360.0,12.0,100.0,11.41,2,12.415,5.14,16.555,1.9,4,0,0.0,3.905,9.565,0.355,1.0,Yes,0.0,0.0,Yes,,32.195,2.0,35.705,4.61,0.31914958091553836
824,362662,68,"Some high school, no degree",,506.0,Yes,20.0,,Never married,,No,Female,,"Ill, disabled, unable to work",900.0,,362662,Rest of America,0.33-1.19 mil,13930.0,2002.0,0.0,8.54388,0.0,0.0,7,"House, apartment, flat",New England,0.0,3,0.0,42.499990000000004,42.499990000000004,1.489455,2.0932,160.0,12.0,90.0,1.394975,1,4.54207,0.0,3.6166099999999997,2.28713,1,1,0.0,0.0,0.0,0.0,,Yes,3.07594,0.0,Yes,,0.0,1.0,10.228275,5.228455,0.1586503575017947
828,362671,69,High school graduate,,,No,,Not at all,Never married,,No,Female,,Retired,930.0,,362671,Rest of America,"125,000 - 330,000",13140.0,0.0,0.0,8.085,0.0,0.0,0,"House, apartment, flat",East North Central,0.0,1,7.5,35.31,42.81,5.485,1.44,191.0,12.0,38.0,0.0,0,0.885,0.0,0.0,0.0,0,1,0.0,0.0,5.237175,1.097825,,Yes,0.0,0.0,Yes,,1.495,1.0,2.485,9.1,0.16941552511415525
837,362695,35,Grade 8 or lower,Paid employee of a PRIVATE company,550.0,Yes,54.0,,Never married,,No,Female,,,113.0,,362695,Rest of America,"< 125,000",17420.0,14300.0,0.0,13.95,6.335,11.97,4,"House, apartment, flat",,1.495,4,31.255,164.40499499999999,195.659995,19.222455,12.823255,260.0,12.0,105.0,17.47136,1,19.19624,2.7567150000000002,8.593205000000001,4.3966650000000005,3,0,0.0,3.325,1.0,6.58135,,Yes,2.98,0.0,No,,4.7861,2.0,21.23824,6.28441,0.5840596865671642
855,362729,75,"Some high school, no degree",,,No,,,Widowed,,No,Female,,"Ill, disabled, unable to work",900.0,,362729,"Atlanta-Sandy Springs-Roswell, GA",4 mil+,14760.0,0.0,0.0,0.0,5.0,6.155,0,"House, apartment, flat",South Atlantic,3.0,1,0.0,47.605,47.605,0.0,1.5,192.0,6.0,32.0,3.0,0,2.675,2.14,1.75,0.0,0,1,0.0,10.0,0.0,3.0,,Yes,0.0,0.0,Yes,Georgia,0.0,1.0,5.885,3.5,0.16771409214092142
875,362779,27,High school graduate,Paid employee of a PRIVATE company,450.0,No,34.5,Part time,Separated,,No,Male,,,111.0,,362779,Rest of America,1.20-4 mil,38200.0,33400.0,0.0,1.66,2.16,0.0,1,Mobile home or trailer with NO permanent room added,East South Central,0.0,7,29.25,21.51,50.76,0.0,0.69,400.0,12.0,150.0,3.63,2,3.39,0.0,1.04,0.0,5,0,5.84,0.0,0.0,1.13,,Yes,0.0,15.45,Yes,Alabama,0.0,2.0,7.81,0.0,0.06909738219895288
884,362801,31,High school graduate,Paid employee of a PRIVATE company,230.0,No,32.0,Not at all,Separated,,No,Female,,,105.0,,362801,Rest of America,0.33-1.19 mil,55710.2,52270.2,0.0,0.0,0.0,0.0,0,Mobile home or trailer with NO permanent room added,South Atlantic,0.0,2,13.7,5.975,19.675,0.0,0.0,194.0,5.0,85.0,0.0,2,2.385,0.0,0.22,2.05,0,0,1.02,0.0,0.0,0.0,,Yes,0.0,4.35,Yes,North Carolina,1.115,3.0,0.205,0.0,0.018364680076538947
885,362802,36,"Some high school, no degree",Paid employee of a PRIVATE company,622.0,Yes,36.0,,Never married,,No,Female,,,104.0,,362802,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,22800.0,21000.0,0.0,2.665,0.0,0.0,5,"House, apartment, flat",Middle Atlantic,0.0,2,3.0,24.72,27.72,3.065,3.19,200.0,9.0,55.0,0.0,1,4.12,0.0,3.895,0.0,1,0,0.0,1.25,1.835,0.0,,Yes,4.37,0.0,Yes,New York,0.0,,0.33,0.0,0.06322105263157896
918,362872,52,High school graduate,,,No,,Not at all,Divorced,,No,Female,8772.0,"Ill, disabled, unable to work",900.0,,362872,Rest of America,"125,000 - 330,000",10380.0,0.0,0.0,1.19,0.0,0.0,0,"House, apartment, flat",East North Central,1.4,1,0.0,18.27,18.27,0.0,0.0,134.0,12.0,,11.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,,4.68,,0.0,0.0,0.09152601156069363
934,362909,88,Some college but no degree,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,362909,Rest of America,"125,000 - 330,000",19212.0,0.0,0.0,2.48,0.0,0.0,0,"House, apartment, flat",East North Central,0.0,1,16.905,31.735,48.64,0.0,1.33,16.0,12.0,35.0,2.275,0,0.0,0.0,1.32,1.34,0,1,0.0,2.49,2.52637,1.72363,,Yes,0.0,0.0,Yes,,0.99,,11.86,3.4,0.13165105142619196
935,362911,77,Some college but no degree,,,No,4.0,Not at all,Widowed,,No,Male,,Retired,930.0,,362911,"Anchorage, AK","125,000 - 330,000",30193.2,7053.2,0.0,1.69,0.0,0.0,7,"House, apartment, flat",Pacific,0.0,2,0.0,13.92,13.92,0.0,0.0,250.0,12.0,120.0,0.0,1,6.17,4.48,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,Yes,0.0,2.06,Yes,Alaska,0.0,,1.58,0.0,0.023973609951909704
938,362915,65,Some college but no degree,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,362915,Rest of America,1.20-4 mil,12828.0,0.0,0.0,2.747705,3.861675,0.0,0,"House, apartment, flat",East North Central,1.1472950000000002,1,32.957575,53.375,86.332575,0.24,0.5,16.0,12.0,30.0,0.0,0,5.08,1.49,5.47,3.288265,0,1,19.86,4.10006,0.0,0.0,,Yes,0.0,5.984405000000001,Yes,Ohio,15.31,,10.14,0.0,0.34996054724041165
955,362952,38,Some college but no degree,Paid employee of a PRIVATE company,127.0,No,25.0,Not at all,Separated,,No,Male,735.0,,110.0,,362952,Rest of America,0.33-1.19 mil,23379.0,21000.0,0.0,0.0,0.0,0.0,7,"House, apartment, flat",New England,0.0,2,46.5,8.0,54.5,0.0,0.67824,274.0,6.0,70.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,,0.0,,7.32176,0.0,0.12121989819923863
973,362994,73,"Some high school, no degree",,,No,,,Widowed,,No,Female,,Retired,930.0,,362994,Rest of America,"125,000 - 330,000",10598.0,0.0,0.0,7.76,0.0,3.85,7,"House, apartment, flat",East South Central,1.34,4,0.0,40.15,40.15,0.0,3.88,100.0,1.0,40.0,3.42,0,5.13,0.0,2.34,0.0,0,1,0.0,0.0,0.0,4.27,,Yes,0.0,0.0,No,,4.28,2.0,3.88,0.0,0.1969994338554444
987,363027,57,Some college but no degree,,,No,,Not at all,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,363027,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,6328.0,0.0,4.981625,0.0,2.99,3.12,0,"House, apartment, flat",Middle Atlantic,0.0,1,2.518375,27.285,29.803375,3.14,3.735,194.0,12.0,25.0,1.495,0,0.0,1.995,0.0,0.0,0,0,0.0,0.0,0.0,2.99,,Yes,7.375,0.0,Yes,New York,0.0,1.0,0.445,0.0,0.24490763274336283
988,363029,55,High school graduate,,,No,,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,363029,Rest of America,0.33-1.19 mil,14028.0,0.0,0.0,11.16,1.78,2.34,0,"House, apartment, flat",South Atlantic,0.0,2,0.0,51.95,51.95,0.0,0.0,203.0,12.0,75.0,0.0,0,4.36,0.0,0.0,7.700189999999999,0,1,0.0,5.99481,0.0,9.035,2.0,Yes,0.0,0.0,Yes,North Carolina,0.0,1.0,3.8,5.78,0.19257199885942403
1006,363065,51,Master’s or greater,Paid employee of a PRIVATE company,,No,45.0,Not at all,Never married,,No,Female,,,102.0,,363065,Rest of America,1.20-4 mil,84866.8,83426.8,0.0,7.4,0.0,1.97,0,"House, apartment, flat",Middle Atlantic,0.0,4,82.935,68.325,151.26,0.0,1.99,120.0,12.0,50.0,1.62,2,2.85,0.99,6.56,6.995,2,0,0.0,0.0,0.0,0.0,,Yes,2.18,0.0,Yes,New York,1.7,2.0,34.07,0.0,0.09268076562330615
1016,363084,67,Some college but no degree,,,No,,Not at all,Divorced,,No,Female,,Retired,930.0,,363084,Rest of America,0.33-1.19 mil,18158.4,0.0,0.0,8.02,3.235,0.0,0,Mobile home or trailer with one or more permanent rooms added,New England,0.0,1,9.585,23.19,32.775,0.0,0.0,200.0,12.0,35.0,1.49,0,4.975,0.0,0.0,0.0,0,1,6.04,0.0,0.0,0.0,,Yes,2.99,0.0,Yes,,0.0,,2.48,0.0,0.09385738831615119
1071,363194,31,Some college but no degree,Paid employee of a PRIVATE company,1083.0,Yes,40.0,Not at all,Never married,,No,Female,,,104.0,,363194,Rest of America,1.20-4 mil,28856.0,26000.0,0.0,8.63,2.425,17.55,2,"House, apartment, flat",East North Central,0.495,4,15.505,130.44,145.945,0.0,8.745,238.0,12.0,110.0,4.48,1,12.88,7.48,7.525,3.15,3,0,0.0,16.5,2.6648549999999998,1.775145,,Yes,0.0,0.0,Yes,Ohio,0.0,1.0,25.03,11.11,0.2630004158580538
1088,363226,38,High school graduate,,291.0,No,15.0,Not at all,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,363226,Rest of America,"< 125,000",15414.0,7566.0,0.0,1.5,3.651625,1.0,4,"House, apartment, flat",,1.895,5,17.63,56.615,74.245,14.435,8.26,565.0,12.0,150.0,2.79,1,6.355,0.0,0.0,5.72771,3,0,0.0,3.1206650000000002,2.549195,0.9508049999999999,,Yes,0.0,0.0,No,,0.0,1.0,2.485,1.895,0.25046970286752307
1093,363234,30,"Some high school, no degree",,750.0,No,72.0,,Married,,No,Female,,Taking care of home/family,910.0,,363234,Rest of America,0.33-1.19 mil,60312.0,42000.0,0.0,0.94,0.0,0.0,2,"House, apartment, flat",East South Central,0.0,8,0.0,4.92,4.92,0.0,0.0,731.0,12.0,150.0,3.98,1,0.0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,Tennessee,0.0,1.0,0.0,0.0,0.004241941902109033
1121,363283,61,High school graduate,,,No,,Not at all,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,363283,Rest of America,"125,000 - 330,000",11742.0,0.0,0.0,10.88,0.0,0.0,0,"House, apartment, flat",East South Central,0.0,1,0.0,61.62,61.62,0.0,0.0,52.0,12.0,25.0,1.1,0,17.765,0.0,5.15,0.0,0,0,1.36,0.0,1.03,0.0,,Yes,0.0,5.12,Yes,Alabama,11.53,,14.165,0.0,0.27288707204905466
1128,363298,41,Grade 8 or lower,,,Yes,40.0,,Married,,No,Female,,Taking care of home/family,910.0,,363298,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,26578.2,22978.2,0.0,0.0,0.0,1.495,4,"House, apartment, flat",Pacific,1.395,6,0.0,90.575,90.575,13.405,6.65,300.0,12.0,113.0,14.44,1,5.95,1.395,6.255,5.99,4,0,0.0,8.42,0.0,0.0,1.0,Yes,0.0,0.0,Yes,California,0.495,2.0,16.79,7.895,0.17720914132635018
1131,363301,23,High school graduate,Paid employee of a PRIVATE company,729.0,Yes,37.5,Not at all,Never married,,No,Female,,,101.0,,363301,Rest of America,1.20-4 mil,25925.0,25000.0,0.0,1.045,8.355,0.0,0,"House, apartment, flat",West South Central,2.34,2,68.515,20.155,88.67,2.025,0.0,185.0,5.0,60.0,1.25,2,3.42,0.0,0.0,0.415,0,0,6.26,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Oklahoma,0.0,1.0,1.305,0.0,0.17785303760848603
1139,363315,51,High school graduate,,3800.0,No,40.0,Not at all,Married,,No,Female,550.0,"Ill, disabled, unable to work",900.0,,363315,Rest of America,"125,000 - 330,000",151618.6,143844.6,1.18,24.215,27.63,8.405,7,"House, apartment, flat",East South Central,1.36,9,75.4,223.54,298.94,4.96,10.04,352.0,12.0,200.0,9.95,3,38.54,0.94,26.795,0.0,4,0,11.545,9.71,2.09,0.0,1.0,Yes,9.765,0.0,No,Tennessee,11.36,5.0,37.78,0.0,0.1025262072067675
1160,363357,29,Some college but no degree,Paid employee of a PRIVATE company,325.0,No,35.0,Not at all,Never married,,No,Male,,,111.0,,363357,Rest of America,"125,000 - 330,000",5200.0,4800.0,0.0,1.5,18.1349,0.0,0,"House, apartment, flat",West South Central,1.75,1,19.575,73.91500500000001,93.49000500000001,0.0,0.0,100.0,4.0,70.0,0.0,1,20.165004999999997,0.0,1.5,12.484105,0,0,0.0,12.880999999999998,1.740475,0.0,,Yes,0.0,0.0,Yes,Louisiana,0.0,1.0,3.7595199999999998,0.0,0.9349000500000001
1170,363377,55,High school graduate,,,No,,Not at all,Never married,,No,Male,,"Ill, disabled, unable to work",900.0,,363377,"St. Louis, MO-IL",1.20-4 mil,11328.0,0.0,0.0,1.5,0.0,0.0,0,"House, apartment, flat",East North Central,0.0,1,0.0,40.35,40.35,0.0,0.0,123.0,4.0,60.0,0.0,0,1.005,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Illinois,0.0,1.0,0.0,37.845,0.18522245762711867
1174,363389,36,"Some high school, no degree",Paid employee of a PRIVATE company,877.0,Yes,40.0,,Married,,No,Female,,,104.0,,363389,Rest of America,"< 125,000",39100.0,35500.0,0.0,12.165,2.195,0.0,4,"House, apartment, flat",,0.0,6,29.85,53.0,82.85,1.25,4.58,300.0,12.0,150.0,2.99,2,7.845,0.0,4.245,3.49,4,0,0.0,0.0,0.0,1.495,1.0,Yes,0.0,0.0,Yes,,0.0,3.0,5.355,7.39,0.11018414322250639
1175,363390,45,Grade 8 or lower,Paid employee of a PRIVATE company,287.5,Yes,37.5,,Married,,No,Male,,,112.0,,363390,Rest of America,"125,000 - 330,000",37964.0,29900.0,20.535,0.88,0.0,0.37,4,"House, apartment, flat",West South Central,2.74,6,11.73,37.15,48.88,1.5,5.7,672.0,12.0,125.0,0.935,2,9.155,0.0,0.0,1.285,4,0,0.0,0.0,0.0,0.74,1.0,Yes,3.995,0.0,Yes,Texas,0.0,1.0,8.4,1.45,0.06695184912021916
1194,363420,57,High school graduate,,,No,,Not at all,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,363420,Rest of America,"< 125,000",80541.0,0.0,0.0,0.0,0.0,10.9,7,"House, apartment, flat",,0.0,7,11.22175,27.77,38.99175,0.0,0.0,204.4,12.0,,0.0,0,0.0,0.0,10.96,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,No,,2.48,1.0,3.43,0.0,0.025174395649420794
1235,363523,36,Some college but no degree,Paid employee of a PRIVATE company,105.0,No,25.0,Not at all,Never married,,No,Female,,,110.0,,363523,Rest of America,"125,000 - 330,000",19760.0,17000.0,36.001155,6.7,11.8,4.2,5,"House, apartment, flat",Pacific,2.9,3,74.22884499999999,91.005,165.233845,6.835,6.465,230.0,12.0,175.0,4.825,1,7.985,0.6,10.645,3.0,2,0,20.045904999999998,0.0,4.31,1.6,,Yes,2.85,0.0,Yes,California,0.49,1.0,12.315,3.485,0.4348259078947368
1255,363552,48,High school graduate,,,Yes,40.0,Not at all,Married,,No,Male,856.0,"Ill, disabled, unable to work",900.0,,363552,"Boston-Cambridge-Newton, MA-NH",1.20-4 mil,5198.0,350.0,0.0,3.245,0.0,6.495,0,"House, apartment, flat",New England,0.795,2,0.0,30.27,30.27,1.0,1.805,190.0,12.0,75.0,0.0,1,2.12,0.0,1.245,0.0,0,0,0.0,0.0,1.25,0.0,1.0,Yes,3.98,0.0,Yes,,0.0,1.0,6.585,1.75,0.3028164678722586
1262,363569,58,Bachelor’s degree,Paid employee of a PRIVATE company,1850.0,No,45.0,Not at all,Married,,No,Male,,,110.0,,363569,Rest of America,1.20-4 mil,102400.0,100000.0,53.2,4.585,16.97,0.595,7,"House, apartment, flat",East North Central,0.445,4,133.1,106.79,239.89,0.0,7.485,200.0,12.0,115.0,1.73,2,13.87,0.5,5.485,1.5,1,0,7.2,4.065,0.0,8.79,1.0,Yes,12.28,43.32,Yes,Ohio,0.875,3.0,24.125,3.49,0.12181914062499999
1268,363577,70,Associate’s degree in college,,,No,,Not at all,Divorced,,No,Male,,Retired,930.0,,363577,"Dallas-Fort Worth-Arlington, TX",4 mil+,8508.0,0.0,0.0,1.64,0.0,2.99,0,Housing unit not specified above,West South Central,0.545,1,0.0,24.87,24.87,2.02,4.155,144.0,12.0,249.0,1.99,0,0.0,0.0,0.995,1.0,0,1,4.995,0.0,0.0,0.915,,Yes,0.0,0.0,Yes,Texas,0.0,1.0,8.62,0.0,0.1520028208744711
1324,363683,38,High school graduate,Paid employee of a PRIVATE company,964.666666666667,No,43.3333333333333,Not at all,Married,,No,Male,,,113.0,,363683,Rest of America,"< 125,000",58632.0,57600.0,0.0,0.74,0.0,0.0,4,"House, apartment, flat",,0.0,4,74.55,13.505,88.055,0.0,0.0,129.0,8.0,75.0,2.1,3,7.7,0.0,0.0,0.0,2,0,16.71,0.0,0.0,0.95,1.0,Yes,0.0,92.385,No,,0.0,5.0,2.015,0.0,0.0780948969845818
1326,363691,28,High school graduate,Paid employee of a PRIVATE company,,No,25.0,Not at all,Never married,,No,Male,,,111.0,,363691,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,33470.0,30000.0,0.0,5.17101,2.000235,3.9643900000000003,1,"House, apartment, flat",Pacific,0.0,4,26.49,89.325005,115.815005,9.837475,2.37697,347.0,10.0,75.0,0.0,2,8.494705,2.07423,6.565760000000001,2.269005,2,0,0.0,3.3605949999999996,2.25581,5.499345,,Yes,0.0,20.935,Yes,,0.0,1.0,31.015,4.440475,0.17993367971317598
1328,363693,55,High school graduate,,,No,,Not at all,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,363693,Rest of America,"< 125,000",11700.0,0.0,0.0,4.0,4.82,0.0,0,Mobile home or trailer with NO permanent room added,,0.0,1,0.0,36.345,36.345,3.515,0.845,195.0,12.0,38.0,0.0,0,2.995,0.0,5.885,1.0,0,0,0.0,8.995,0.0,0.0,,Yes,0.0,0.0,No,,0.0,2.0,4.29,0.0,0.16153333333333333
